user_id,status,user_name,intro,followers,follow,watched_movies
4464274,1,像一把刀子,念头就是全部 假如你能忠于初念而不违 它会把你所需要知道的每一件事情都告诉你 真的 你只要继续努力 让它看起来像是那个念头感觉起来的样子 听起来像是那个念头听起来的样子 成为那个念头本身的样子 意识会变 想象的画面就会变 会变成和开始看似不相关的一些东西 但 想 这个动作不能停止做梦可以让我们有机会使生活变得更能忍受一些 它给予我们更强的适应力 接受某些磨难 还有 幽默是一件很重要的事 E mail   Kiarostami 163 comweixin daozi1129ins sirjiaojian,1658,204,1969
140218319,1,XiMu,单纯表白西姐 端木姐 和小口袋,272,264,63
153183067,1,股神看不懂,爱电影爱电视爱看书爱旅游,83,71,152
174075169,1,青青蒹葭,当孤单变成习惯也不再奢求有人陪伴 ,164,222,176
mydear1011,1,城南草木生,weibo com chengnannaninstagram com chengnan微信公众号 chengnancms{We ll visit the stars and journey to Mars finding our breakfast on Pluto },29792,917,4618
54077751,1,大腹便便花轮君,常年一本正经的胡说八道 最近愈发有邪教教主的潜质 金牛座分析界资深人士 情感问题咨询专家 解梦行业领头者 常年荒废的微博 http   weibo com u 1839378910,109,131,379
2787854,1,自己染发真是挫,   ,4,3,109
42612031,1,@six,,2,7,88
55587463,1,无话对你说,一直在寻找,16,36,111
61582511,1,wo是好学生,我住在一个不会下雪的城市 过着阳光的生活 我的房间月光能够悄悄透入来 在我的床上流连 我爱听歌看电影看书 有事没事就上网 ,1,5,942
quanzhouren,1,曾于里,我不要感伤带我去唤醒那占有的欲望不要达观但要保持那种顽强的力量,25869,153,1315
173745421,1,面朝大海,,74,77,311
151135671,1,蓉儿,世界真奇妙,175,82,715
1960330,1,像某某一样,"blog地址 xsuangx blogbus com FEEL SORRY          自己才知的鸡翅故事 自己才懂的鸡翅理论   不是谁的过失而是谁的迷惘  无意识的伤害有意识的压抑 我们都是风里的孩子 我们都是雨里的水滴 需要挽留才能够珍惜   彼此温暖 永不相弃   你所珍视的 朋友 家庭 恋人 却伤害你最深 你承受着这一切   别人看不到的东西 那我们就只能聆听她的声音  那种频率在召唤我 这里是什么地方  总是在黄昏的时候 房间开始变暗 空气瞬间分成两半 声音在我的头脑里回荡 漏出几缕光线 我不记得是什么时候 它就不知不觉地开始了  呼吸 我努力地大声呼号 呼吸  活着  在纯净的苍穹中 活着  那是多么美好 一切的终极 而我的身体腐烂 我也被摧毁  黑色的眼泪 蓝色的微笑 透明的我 一个没有色彩的世界  没有受伤时感到被伤害 受了伤反而不觉得痛苦  想要看看美丽的蓝天  无法愈合的伤口 可以愈合的伤口 应该已经愈合的伤口 更大了更大了 如果整个身体变成了 一个大伤口会怎么样 我们还能复活 那就是愈合的伤口   12 29梦到姥姥做好吃的给我 很幸福这一年就要到头了",76,92,400
62191656,1,芒果冰沙,✨,58,61,621
lilcookie,1,小饼爱打咻咻拳,来者不拒 拒者不来 不拒也不代表就会有更多进一步表示 欲了解我更多请发明先进设备与远在火星的我联络                  http   site douban com funkeecookee 个人音乐作品实验基地http   site douban com 145989 独立演出品牌Hit It负责人http   weibo com dailyvinylhttp   dailyvinyl taobao comDaily Vinyl   唱片店   唱片文化平台独立演出经纪 策划 音乐人经纪 卖唱片 DJ ollo MAM FunkeeCookee                                                    演出活动                  http   weibo com lilcookiehttp   www tudou com home funkeecookee Prince万年忠实歌迷,1132,636,689
1883087,1,[已注销],( ^▽^ ),2803,518,495
4637543,1,蹲着望天,叔同论改过十条 虚心 慎独 宽厚 吃亏 寡言 不说人过 不文己过 不覆己过 闻谤不辩 不瞋  ,15,241,167
untransporting,1,车车,专注的事 www prism brand com怀念的人 公园 山顶 许愿                                    ,2467,1377,1076
155985816,1,小哲哲1980,爱电影,1980,535,994
hocried,1,木之,,941,424,633
desmond1982,1,FireWalkWithMe,We are like the dreamer who dreams and then lives inside the dream                                                       用绳命写就的201504东京箱根富士8日游记https   www douban com note 514375007                                                                2012年台湾北部和东部游记 100 喜欢和推荐 你倒是点啊   http   www douban com note 193560500,2798,159,1187
28587308,1,小飞儿,,23,7,1
58383611,1,看电影的小丸子,看电影 看电影 看电影 我爱电影 我爱我所拥有的一切 love so alike  then none do slacken none can die ,2,3,299
fshigh,1,|,,2917,87,5575
152930642,1,娜莉梦游仙境,不是文艺范 偏爱古风 ,56,67,225
qiangweijin,1,dreamweiwei,勿忘初心我的作品只有一个主题 那就是社会如何迫使那些心智敏感而又不想循规蹈矩的人走向毁灭 Être homme  c est précisément être responsable  Antoine de Saint ExupéryI refuse to grow up ,44,91,652
jxqs,1,剑悬秋水,blog地址 candy0705 spaces live com 愿随鸾鹤入清溟 夕阳影 晓寒轻  懒卧笔落风雨惊 千古情 一笑倾  尘飞不到人长静 一壶酒 两卷经  剑悬秋水寻蓬瀛 临潇湘 笑公卿,151,127,594
173732712,1,薄荷猕猴桃,文字爱好者,138,123,206
51229534,1,荼靡之外,坐标 宁波绰号 晓晓妞 大四喜  丸子  鸭子 室长             贼锅 贼哥哥 小白标签       白羊女      宅女一枚      睡货 懒货 吃货      蘑菇头       丸子脸      伪文青       不靠谱青年爱靠谱       纯粹墨迹派      矛盾集中点      寂寞的鸭子      cult片控      夜明猪      失眠专业户      纠结小姐我悲伤地说我有病         我爱重口味     拖延症患者                           轻微偏执狂       楼梯恐惧症         晚睡强迫症     睡前焦虑症         睡觉多动症      选择性障碍                   我们总该在年轻的时候 尝试哪怕一次 为什么不奋不顾身    我们总该在老去的时候 想起哪怕一件 无怨无悔的傻事   ,92,210,663
43060813,1,deedee,  ,9,1,7
angelhouxxy,1,某茶君,籍籍无名之辈                                                                曾用ID 彼得潘的红茶 彼得潘红茶 avi 平田真悲剧茶男sina围脖 http   weibo com angelhouxxy饭否 http   fanfou com angelhouxxyWeChat angelhouxxy                                                                ,2115,874,5756
44568342,1,cindy,"cindy   你流连电影里美丽的不真实的场景 好喜欢看电影 一出电影就像去了一趟旅行 憧憬太多 唯恐有谁破灭这些美丽的幻想   从小喜欢看书 长得越大看书越慢 偏好中国现代文学 也喜欢阅香港作家   在学校选读表演艺术 接触表演约一年多吧 好喜欢在台上发光发亮 虽然能力并非很高演技也不是很好 但能够认识不同层面的人知道不同的事 总学会很多成长很多 所以决定在表演上继续发展 直到有天青春已不复再   衣柜里总是黑黑白白的 喜欢又看上眼的绝大部份是黑白而且感觉很老   不过近来穿的应该不怎么老吧 但差不多都是黑白的   很情绪化 时而情绪高涨又跳又叫 时而心情低落沉默不语 大起大落 负荷很重 一杯咖啡能令我high个半天 一件小事能令我心情低落 这个缺点好想改过来   对着初相识的人有不同反应 可能不断说话不断笑像个开朗的人 可能沉默不语像个安静的小孩 这些反应都被我的情绪影响 也好想把这个缺点改过来   自我审查 每做一件事都会过份的自我审查 给自己很多烦脑 做很多事也却步了 因为一个老师的一番话 这个缺点正在慢慢改过来   认识我七年的朋友说我思想极度悲观 但没这么夸张吧 有时的确会偏向悲观那方 但我跟我的朋友一样过得好快乐的    今天突然回顾一下自己 写了遍自我介绍 好事啊   25 12 2010 5 35pm)",17,25,236
174441859,1,媛媛,,120,198,120
3983967,1,喜欢,on the way forever,6,10,320
luke,1,Luke,孙仲旭 Luke  1973年生 毕业于郑州大学外文系 现供职于广州某航运公司 业余从事文学翻译 已出版译作 一九八四 动物农场   门萨的娼妓   有人喜欢冷冰冰   麦田里的守望者   梦想家彼得 等37种 包括11种再版书   译作目录 http   book douban com doulist 14076  译文小集 http   www douban com note 34107135  豆瓣小站 http   site douban com 106592 博客 http   translife blog 163 com  微博 http   t sina com cn 2138515221译作分享计划 http   www douban com note 87534199,29494,994,1218
3407522,1,皮肤干干大魔王,力拔山兮气盖世 ,93,123,904
150994244,1,茅十八*^_^*,颜狗 爱美人,62,93,160
zeroqq,1,瞎比比,_________FYI_________一个拿豆瓣广播当生活社区使的间歇话唠用户 生活小能手 逼逼叨星人 尤文蒂娜 发自拍 喂狗粮 卖安利 晒咖啡 尽量别关注哈 会删除楼内 引起敌对情绪的不友好回复 与话题核心不相关 无信息量 不严肃的歪楼站队 无能继续沟通会放黑名单 不是厌恶 只是暂时放弃沟通 自我保护 节约双方时间 节能环保日记文章默认不授权给公众号 谢职业 电影书编辑 导演 卡萨维茨Never Mistranslate  Translation is Sacred _________广告_________卖书攒猫粮 https   j youzan com XnlftY后浪书店 https   j youzan com nVEUbY电影学院 https   douc cc 4amQtR后浪漫 https   douc cc 4zI1cU 汗青堂 https   douc cc 2VUJFH _________推荐_________ 咖啡常识 https   dou bz 3bgIbg 有待电台 https   douc cc 2nXkHh  周其仁课件 http   dou bz 0GkttO _________不用看了_________¯ _(ツ)_ ¯ ㄟ( ▔  ▔ )ㄏ ╭(╯3╰)╮╭(╯^╰)╮ ʅ(‾◡◝)ʃ  Index 整理中 http   dou bz 2eH93K 美食 http   dou bz 38h6kL  相册 http   dou bz 0z5XsQ  自己见 http   dou bz 27yUaD 收藏夹 http   dou bz 0G5Zlihttp   cinearchive org_________提醒自己的_________ 座右 https   dou bz 2874Ne 克制参与热点的冲动克制分享观点的冲动 勇气乃自由之最终抵押品,17791,393,1653
Swordsp,1,网络流,,599,230,865
mixuyang,1,碰瓷神兵昧拾金,可是我淡然地冷漠地用双手把耳朵堵住 免得那卑劣的谰言将我忧伤的心灵玷污 A  A  A 次次革命动摇个个王国的小小躯体 人类的马群不断更替牧人 但是你 人心那未加冕的占有者 没一场暴动能把你触及 V  V  M 不要在旧世界的岸边滞留 宁可随之毁灭 也比在反动收容所中苟活强 A  I  Ğ ,10455,489,745
61572434,1,包子,,0,10,345
47543005,1,Knight,大家都爱Silk stocking,1,2,55
56273169,1,春花,好多话想说 到嘴边全是苦涩 好多字想写 到笔尖全是搁浅 ,46,45,642
61530756,1,Stacia,若你喜欢怪人 其实我很美pressure ups my game浮生面具三千个 谁人共我长歌我恨生前未积缘 古佛青灯度流年静水流深 沧笙踏歌                                     当你真心想做一件事儿的时候全世界都会帮你              搭车去柏林     纪念更新每一个梦想http   nian so  ! addstep 153282,26,34,535
1420741,1,且慢,老妇聊发少年狂 来到豆瓣逛一逛 ,10,13,197
174108276,1,七七,啊哈 我是腐女一枚,146,240,250
158679347,1,X,,112,125,734
athome,1,追忆似水流年,你有多爱我 我就多热爱生活 ,91,233,248
bighead,1,大头绿豆,在蹲式粪坑上邂逅一场东方风情的发呆 微信公号 夜读症故纸堆 http   www bighead cn,11097,185,1291
xiaopiqiu,1,小怪,ms know who,54,15,681
mercyhui,1,迷蒙的花樹,"新浪5世 http   weibo com 2161309354 profile   群山分界 去讀詩 去寫詩 成就自己 讓世界改變 你未必能令這世界改變 但你可以成就自己 讓世界改變 或不改變  荷爾德林說  生命之旅迥異 猶如歧路 或群山分界 此地之所是 神於彼處 能以和諧 永恒的獎酬及寧靜充實之   寫詩讀詩 就是 此地之所是 吧  猶如  則如魔法咒語 明喻隱喻每每有那麽個時刻 你把它念出 此岸彼岸  這裏 就是 那裏 了  和諧永恒的獎酬你寫出一首詩 唸出一首詩 作爲讀者 聆聽者 無由感知者 我們 也會從你那裏體會不少呢     飲江",259,209,438
imbirdman,1,鸟人,  ,12,20,532
z286424115,1,俏皮面,我报以甜笑来控诉,200,129,1140
59550305,1,Criminal001,有一点文青属性 性别男 爱好男 ,1,3,430
71288514,1,二师兄,看看电影,27,5,1559
2403953,1,格拉比,,26,6,129
CobraCB,1,CobraCB,HIAHIAHIAHIA,383,242,4945
zhangjiawei,1,张佳玮,微信公众号 张佳玮写字的地方小说  爱情故事 http   book douban com subject 26394204,306886,728,105
90529771,1,丝米,剪一段时光 浅笑安然  一个人 一杯茶 从冬日的晨晓 坐到午后 阳光从窗棂间轻洒进来 在翻开的书页间跳跃 惊动了一段清静的时光 ,60,5,289
49184850,1,你说这可咋办啊,票房100亿分你一毛钱吗,309,72,99
ylmmblog,1,ylmm,就地自足 ,48,31,342
78957039,1,维雪魂,找回动力刷电影的影迷,315,97,1074
53869175,1,妙可中国,片场虽小皆为大事 世界虽大尽为妄语 ,458,43,4763
41378347,1,甄甏甏,唯有你也想见我的时候 我们见面才有意义 ,99,14,1107
2039887,1,旺财博士,张骞凿空 未睹昆仑 唐玄奘 元耶律楚材衔人主之命 乃得西游 吾以老布衣 孤筇双屦 穷河沙 上昆仑 历西域 题名绝国 与三人而为四 死不恨矣,1832,145,1163
NewStart,1,Li,理科生 PM 美剧迷 大马马他爹 麻辣嗜好 Instagram  xingzilee,350,159,595
wudaoxing,1,次等水货,是我 ,4773,40,3093
yiri,1,yiri,佑     学术民工 ,131,33,1012
42234148,1,素昔,,15,13,89
128604688,1,MotionPicture,,4,4,797
hpjoe,1,利岁, ,18,24,686
60812524,1,Departure陆离,真正的光芒 需要一点点时间我们看到太阳发出的光 需要8分钟 看到海王星反射出的光 需要4个小时 看到银河系边缘的光 至少需要2 4万年 看到宇宙中距离我们最远的那颗星星发出的光需要139亿年 所有的光芒 都需要时间 才能被看到,9,4,589
70159805,1,四黑四白,,4,4,101
1237270,1,私～川流,这是一个日常号 不是公众号 我没有公众号 鄙人 假装风趣 实则自怨自艾的一个人 学术工作者 想当 Renaissance man 十二年的老瓣儿 懒蛋儿 没有回关的习惯 豆瓣上放我的日常 看 玩 想 瞎写 纸质媒体上的笔名 二柒 接受文学及评论类约稿 以及手绘插画 我的豆瓣  豆列 影音书记录                    大约周更 相册 锻炼手账旅游                 想起就更 日记 看展览游玩                    约双月更 日记 艺术文学新知                 没规律更 读书 读书笔记                       没规律更 相册 旅游摄影                       没规律更 阅读 科幻研究                       约半年更 日记 菜谱的整理                    大约年更 其他 瞎画两笔 翻两页书 拍点照 丧           中二时期的老自我介绍         一场戏剧 引子 夜色莽然 晓灯蹊跷 生如夏花 未老断肠 奥德赛乘船去了远方 和孤独共度了廿年 奥德赛乘船回到家乡 和渴望终了了一生                                      一 海纳百川 鱼龙俱下 泥沙混杂                                      二 奥雷利纳诺 布恩地亚上校 一辈子不爱任何人 因为他生而自大                                     后来有一天 你挤在公交车里 又想起很多年前你骑着马奔跑在草原上 你的马年轻而飞快 定快过你置身的车流 你想 若是让你交出一切 再一次跨上马 即使穿着的西装有些紧 皮鞋又打滑 那也值了        所以你年轻的时候不要坐公交 公交太贵 刷尽了你的青春                                     秒速五厘米                                     >>快进                                     五 未老莫还乡 还乡须断肠                                     <姑娘啊> 2011 9 27 19 50 姑娘啊你莫勉强夜色来得有些嚣张   入侵了热气满满的床姑娘啊你要坚强我去得是有点慌张来不及合上你泪痕驳驳的窗姑娘啊忘了我吧!天涯还有芳草人群里我不出挑姑娘啊我记着你呐等你很老很老了我仍藏着你青春的一角                                    playful mindful     graduated 2013 Autumnelegant beast     Apr  2014to be Dr     Sep 2014 Merit of a question lies in the question  not in the answer      Jan 2016丧得满怀希望     Jul 2017Too much ego  too little work     Nov 2017,1515,141,1333
